,Team,goalsFor,goalsAgainst,xGFor,xGAgainst,shotsFor,shotsAgainst,cornersFor,cornersAgainst,pkFor,pkAgainst,pkShotsFor,pkShotsAgainst,possessionPct,isHome,Result,PointsGained
305,LRO,0,2,0.69,2.05,13,9,5,8,0,0,0,1,0.5,0,-1,0
306,WIC,0,0,1.64,0.17,23,1,4,2,0,0,0,1,0.56,1,0,1
307,MAN,0,0,0.17,1.64,1,23,2,4,0,0,1,0,0.43999999999999995,0,0,1
308,LAR,0,3,1.63,1.1,15,16,2,6,0,0,1,0,0.55,1,-1,0
309,LEX,3,0,1.1,1.63,16,15,6,2,0,0,0,1,0.44999999999999996,0,1,3
310,TUC,1,0,1.81,0.68,17,9,5,1,0,0,0,0,0.59,1,1,3
311,DES,0,1,0.68,1.81,9,17,1,5,0,0,0,0,0.41000000000000003,0,-1,0
312,MOB,1,0,1.42,0.7,15,6,6,4,0,0,1,1,0.67,1,1,3
313,SPR,0,1,0.7,1.42,6,15,4,6,0,0,1,1,0.32999999999999996,0,-1,0
314,CHM,0,1,1.15,1.45,15,8,4,5,0,0,1,0,0.53,1,-1,0
315,DOV,1,0,1.45,1.15,8,15,5,4,0,0,0,1,0.47,0,1,3
316,OAK,2,2,1.6,1.43,12,19,7,5,0,0,0,0,0.47,1,0,1
317,ALB,2,2,1.43,1.6,19,12,5,7,0,0,0,0,0.53,0,0,1
318,TAC,7,0,3.01,1.17,20,15,5,2,0,0,0,0,0.63,1,1,3
319,SPR,0,7,1.17,3.01,15,20,2,5,0,0,0,0,0.37,0,-1,0
320,BAK,1,0,1.83,0.24,28,7,5,5,0,0,0,0,0.46,1,1,3
321,BOI,0,1,0.24,1.83,7,28,5,5,0,0,0,0,0.54,0,-1,0
322,ANC,2,2,2.46,1.27,17,8,2,6,0,0,0,0,0.45,1,0,1
323,FOR,2,2,1.27,2.46,8,17,6,2,0,0,0,0,0.55,0,0,1
324,TOL,4,1,2.59,0.73,18,13,3,3,0,0,1,0,0.72,1,1,3
325,SJU,1,4,0.73,2.59,13,18,3,3,0,0,0,1,0.28,0,-1,0
326,SAS,2,0,3.1,0.37,22,7,6,5,0,0,1,0,0.57,1,1,3
327,PRO,0,2,0.37,3.1,7,22,5,6,0,0,0,1,0.43000000000000005,0,-1,0
328,SFS,1,2,0.95,1.7,6,12,4,5,0,0,1,0,0.38,1,-1,0
329,JAC,2,1,1.7,0.95,12,6,5,4,0,0,0,1,0.62,0,1,3
330,DOV,3,0,1.74,1.06,18,14,6,8,0,0,0,0,0.54,1,1,3
331,SJU,0,3,1.06,1.74,14,18,8,6,0,0,0,0,0.45999999999999996,0,-1,0
332,FAR,2,3,1.69,1.64,5,14,9,2,0,0,0,0,0.45,1,-1,0
333,SFS,3,2,1.64,1.69,14,5,2,9,0,0,0,0,0.55,0,1,3
334,BOI,1,1,2.21,0.78,24,9,10,0,0,0,0,0,0.48,1,0,1
335,REN,1,1,0.78,2.21,9,24,0,10,0,0,0,0,0.52,0,0,1
336,EUG,0,2,0.86,1.42,18,10,4,4,0,0,1,0,0.48,1,-1,0
337,BAK,2,0,1.42,0.86,10,18,4,4,0,0,0,1,0.52,0,1,3
338,LRO,1,0,1.82,0.68,13,8,7,2,0,0,0,0,0.62,1,1,3
339,FOR,0,1,0.68,1.82,8,13,2,7,0,0,0,0,0.38,0,-1,0
340,MAN,0,2,1.17,1.67,11,13,5,7,0,0,0,1,0.44,1,-1,0
341,CHM,2,0,1.67,1.17,13,11,7,5,0,0,1,0,0.56,0,1,3
342,BOI,1,2,1.33,1.18,16,18,4,7,0,0,0,0,0.51,1,-1,0
343,ANC,2,1,1.18,1.33,18,16,7,4,0,0,0,0,0.49,0,1,3
344,TUC,1,1,1.46,1.89,12,16,1,7,0,0,0,0,0.59,1,0,1
345,SAS,1,1,1.89,1.46,16,12,7,1,0,0,0,0,0.41000000000000003,0,0,1
346,TOL,2,0,0.49,0.39,15,4,0,2,0,0,0,0,0.55,1,1,3
347,PRO,0,2,0.39,0.49,4,15,2,0,0,0,0,0,0.44999999999999996,0,-1,0
348,AUG,4,2,0.9,1.2,6,8,5,2,0,0,0,0,0.59,1,1,3
349,LAR,2,4,1.2,0.9,8,6,2,5,0,0,0,0,0.41000000000000003,0,-1,0
350,DES,2,0,0.68,0.4,6,4,0,2,0,0,0,0,0.6,1,1,3
351,OAK,0,2,0.4,0.68,4,6,2,0,0,0,0,0,0.4,0,-1,0
352,REN,0,1,0.8,0.8,22,6,6,6,0,0,0,0,0.57,1,-1,0
353,ALB,1,0,0.8,0.8,6,22,6,6,0,0,0,0,0.43000000000000005,0,1,3
354,LEX,0,0,1.4,0.53,14,7,6,4,0,0,0,0,0.45,1,0,1
355,SPR,0,0,0.53,1.4,7,14,4,6,0,0,0,0,0.55,0,0,1
356,FOR,1,2,2.05,0.77,17,14,2,2,0,0,0,0,0.58,1,-1,0
357,PRO,2,1,0.77,2.05,14,17,2,2,0,0,0,0,0.42000000000000004,0,1,3
358,MOB,2,0,1.91,0.88,5,5,3,3,0,0,1,0,0.56,1,1,3
359,WIC,0,2,0.88,1.91,5,5,3,3,0,0,0,1,0.43999999999999995,0,-1,0
360,JAC,2,0,2.06,0.7,19,3,8,2,0,0,0,0,0.64,1,1,3
361,TAC,0,2,0.7,2.06,3,19,2,8,0,0,0,0,0.36,0,-1,0
362,FOR,2,2,2.24,1.05,15,13,6,5,0,0,0,0,0.5,1,0,1
363,TUC,2,2,1.05,2.24,13,15,5,6,0,0,0,0,0.5,0,0,1
364,SJU,2,1,1.51,1.34,12,19,6,4,0,0,0,0,0.51,1,1,3
365,CHM,1,2,1.34,1.51,19,12,4,6,0,0,0,0,0.49,0,-1,0
366,SAS,1,1,1.33,1.14,12,10,1,2,0,0,0,0,0.5,1,0,1
367,AUG,1,1,1.14,1.33,10,12,2,1,0,0,0,0,0.5,0,0,1
368,ANC,1,0,2.4,0.71,18,9,3,6,0,0,0,0,0.51,1,1,3
369,TOL,0,1,0.71,2.4,9,18,6,3,0,0,0,0,0.49,0,-1,0
370,PRO,4,1,1.26,0.16,13,18,6,3,0,0,0,0,0.57,1,1,3
371,DOV,1,4,0.16,1.26,18,13,3,6,0,0,0,0,0.43000000000000005,0,-1,0
372,LRO,1,2,1.4,0.99,18,9,5,2,0,0,1,1,0.53,1,-1,0
373,BOI,2,1,0.99,1.4,9,18,2,5,0,0,1,1,0.47,0,1,3
374,OAK,1,0,1.32,0.91,16,13,4,9,0,0,1,0,0.46,1,1,3
375,REN,0,1,0.91,1.32,13,16,9,4,0,0,0,1,0.54,0,-1,0
376,SFS,1,1,2.84,0.3,26,2,8,6,0,0,0,0,0.54,1,0,1
377,WIC,1,1,0.3,2.84,2,26,6,8,0,0,0,0,0.45999999999999996,0,0,1
378,FAR,3,2,2.26,1.16,17,10,8,6,0,0,1,0,0.69,1,1,3
379,ALB,2,3,1.16,2.26,10,17,6,8,0,0,0,1,0.31000000000000005,0,-1,0
380,BAK,3,0,0.31,0.41,12,4,7,2,0,0,0,0,0.53,1,1,3
381,TAC,0,3,0.41,0.31,4,12,2,7,0,0,0,0,0.47,0,-1,0
382,MAN,0,1,0.91,0.85,18,11,3,7,0,0,0,0,0.43,1,-1,0
383,MOB,1,0,0.85,0.91,11,18,7,3,0,0,0,0,0.5700000000000001,0,1,3
384,LEX,2,1,2.34,1.31,13,17,8,7,0,0,1,0,0.61,1,1,3
385,EUG,1,2,1.31,2.34,17,13,7,8,0,0,0,1,0.39,0,-1,0
386,SAS,2,0,2.22,0.36,18,10,5,5,0,0,2,0,0.49,1,1,3
387,FOR,0,2,0.36,2.22,10,18,5,5,0,0,0,2,0.51,0,-1,0
388,PRO,1,1,0.2,1.04,6,14,4,2,0,0,1,0,0.59,1,0,1
389,DES,1,1,1.04,0.2,14,6,2,4,0,0,0,1,0.41000000000000003,0,0,1
390,BAK,3,1,2.38,1.49,20,17,8,3,0,0,0,0,0.47,1,1,3
391,SJU,1,3,1.49,2.38,17,20,3,8,0,0,0,0,0.53,0,-1,0
392,ANC,2,0,1.53,0.48,21,6,5,5,0,0,0,0,0.48,1,1,3
393,SFS,0,2,0.48,1.53,6,21,5,5,0,0,0,0,0.52,0,-1,0
394,DOV,0,1,1.03,0.72,17,3,5,6,0,0,0,0,0.44,1,-1,0
395,LAR,1,0,0.72,1.03,3,17,6,5,0,0,0,0,0.56,0,1,3
396,MAN,0,1,0.79,1.02,15,14,8,5,0,0,1,0,0.5,1,-1,0
397,REN,1,0,1.02,0.79,14,15,5,8,0,0,0,1,0.5,0,1,3
398,JAC,3,0,2.58,1.38,19,13,3,10,0,0,0,0,0.64,1,1,3
399,MOB,0,3,1.38,2.58,13,19,10,3,0,0,0,0,0.36,0,-1,0
400,ALB,2,2,1.04,1.25,15,12,1,2,0,0,0,0,0.39,1,0,1
401,FOR,2,2,1.25,1.04,12,15,2,1,0,0,0,0,0.61,0,0,1
402,CHM,2,1,2.08,1.38,19,19,3,8,0,0,0,0,0.58,1,1,3
403,LEX,1,2,1.38,2.08,19,19,8,3,0,0,0,0,0.42000000000000004,0,-1,0
404,WIC,0,0,1.17,0.43,4,10,8,6,0,0,0,0,0.51,1,0,1
405,TUC,0,0,0.43,1.17,10,4,6,8,0,0,0,0,0.49,0,0,1
406,OAK,1,2,0.23,1.02,13,10,7,6,0,0,1,0,0.5,1,-1,0
407,FAR,2,1,1.02,0.23,10,13,6,7,0,0,0,1,0.5,0,1,3
408,SPR,4,1,0.73,0.99,16,13,3,4,0,0,1,1,0.35,1,1,3
409,AUG,1,4,0.99,0.73,13,16,4,3,0,0,1,1,0.65,0,-1,0
410,LRO,3,0,1.93,0.54,15,9,3,4,0,0,0,0,0.62,1,1,3
411,TOL,0,3,0.54,1.93,9,15,4,3,0,0,0,0,0.38,0,-1,0
412,BOI,2,1,1.6,0.45,6,8,5,6,0,0,1,0,0.56,1,1,3
413,TAC,1,2,0.45,1.6,8,6,6,5,0,0,0,1,0.43999999999999995,0,-1,0
414,ALB,0,1,1.04,0.75,11,11,1,2,0,0,0,0,0.65,1,-1,0
415,EUG,1,0,0.75,1.04,11,11,2,1,0,0,0,0,0.35,0,1,3
416,EUG,3,1,2.42,1.75,13,13,7,4,0,0,0,0,0.39,1,1,3
417,MAN,1,3,1.75,2.42,13,13,4,7,0,0,0,0,0.61,0,-1,0
418,MOB,1,1,1.05,1.76,10,9,6,5,0,0,1,0,0.48,1,0,1
419,DES,1,1,1.76,1.05,9,10,5,6,0,0,0,1,0.52,0,0,1
420,REN,0,0,0.55,0.13,3,18,3,4,0,0,1,1,0.54,1,0,1
421,ANC,0,0,0.13,0.55,18,3,4,3,0,0,1,1,0.45999999999999996,0,0,1
422,SJU,1,2,2.31,2.1,19,20,4,3,0,0,1,0,0.55,1,-1,0
423,MAN,2,1,2.1,2.31,20,19,3,4,0,0,0,1,0.44999999999999996,0,1,3
424,BOI,3,1,2.57,1.35,24,14,12,6,0,0,0,0,0.69,1,1,3
425,SAS,1,3,1.35,2.57,14,24,6,12,0,0,0,0,0.31000000000000005,0,-1,0
426,TAC,1,3,1.44,0.86,10,17,3,7,0,1,0,2,0.6,1,-1,0
427,FAR,3,1,0.86,1.44,17,10,7,3,1,0,2,0,0.4,0,1,3
428,AUG,5,3,1.72,1.15,18,11,7,2,2,0,2,1,0.46,1,1,3
429,PRO,3,5,1.15,1.72,11,18,2,7,0,2,1,2,0.54,0,-1,0
430,TUC,1,1,1.12,1.37,13,15,6,9,0,0,0,0,0.72,1,0,1
431,BAK,1,1,1.37,1.12,15,13,9,6,0,0,0,0,0.28,0,0,1
432,SJU,0,0,0.96,0.81,13,17,10,1,0,0,0,0,0.43,1,0,1
433,JAC,0,0,0.81,0.96,17,13,1,10,0,0,0,0,0.5700000000000001,0,0,1
434,CHM,0,1,1.47,1.2,15,11,6,3,0,0,1,0,0.53,1,-1,0
435,LAR,1,0,1.2,1.47,11,15,3,6,0,0,0,1,0.47,0,1,3
436,LEX,1,2,2.11,1.25,27,14,11,4,0,0,0,0,0.59,1,-1,0
437,OAK,2,1,1.25,2.11,14,27,4,11,0,0,0,0,0.41000000000000003,0,1,3
438,TOL,1,2,0.49,1.08,10,16,6,2,0,0,0,0,0.63,1,-1,0
439,DOV,2,1,1.08,0.49,16,10,2,6,0,0,0,0,0.37,0,1,3
440,ALB,2,3,2.61,2.09,12,17,7,4,0,0,0,0,0.43,1,-1,0
441,WIC,3,2,2.09,2.61,17,12,4,7,0,0,0,0,0.5700000000000001,0,1,3
442,SFS,1,2,2.17,0.72,18,10,8,7,0,0,0,0,0.49,1,-1,0
443,LRO,2,1,0.72,2.17,10,18,7,8,0,0,0,0,0.51,0,1,3
444,SJU,1,2,1.23,1.11,16,9,6,7,0,0,0,0,0.47,1,-1,0
445,DES,2,1,1.11,1.23,9,16,7,6,0,0,0,0,0.53,0,1,3
446,TOL,1,1,2.18,1.27,22,9,6,4,0,0,0,0,0.69,1,0,1
447,LEX,1,1,1.27,2.18,9,22,4,6,0,0,0,0,0.31000000000000005,0,0,1
448,FOR,1,0,2.15,0.14,21,13,7,3,0,0,1,0,0.77,1,1,3
449,SPR,0,1,0.14,2.15,13,21,3,7,0,0,0,1,0.22999999999999998,0,-1,0
450,FAR,2,1,1.92,0.63,13,7,6,1,0,0,0,0,0.48,1,1,3
451,REN,1,2,0.63,1.92,7,13,1,6,0,0,0,0,0.52,0,-1,0
452,MAN,3,1,1.87,1.32,18,10,3,6,0,0,0,2,0.53,1,1,3
453,LRO,1,3,1.32,1.87,10,18,6,3,0,0,2,0,0.47,0,-1,0
454,TAC,1,2,1.67,0.63,17,17,5,6,0,0,0,0,0.42,1,-1,0
455,FOR,2,1,0.63,1.67,17,17,6,5,0,0,0,0,0.5800000000000001,0,1,3
456,PRO,1,1,1.07,0.99,12,15,5,6,0,0,1,0,0.54,1,0,1
457,LEX,1,1,0.99,1.07,15,12,6,5,0,0,0,1,0.45999999999999996,0,0,1
458,DOV,1,3,1.84,1.04,17,11,1,5,0,2,1,2,0.5,1,-1,0
459,TUC,3,1,1.04,1.84,11,17,5,1,2,0,2,1,0.5,0,1,3
460,SAS,1,1,1.55,0.64,12,9,4,3,0,0,0,1,0.38,1,0,1
461,SFS,1,1,0.64,1.55,9,12,3,4,0,0,1,0,0.62,0,0,1
462,JAC,2,1,2.21,1.1,16,8,8,0,0,0,0,1,0.53,1,1,3
463,AUG,1,2,1.1,2.21,8,16,0,8,0,0,1,0,0.47,0,-1,0
464,BAK,3,3,1.53,1.18,11,13,5,2,0,0,0,0,0.48,1,0,1
465,ALB,3,3,1.18,1.53,13,11,2,5,0,0,0,0,0.52,0,0,1
466,WIC,3,3,1.54,1.18,17,19,12,7,0,0,2,0,0.62,1,0,1
467,BOI,3,3,1.18,1.54,19,17,7,12,0,0,0,2,0.38,0,0,1
468,REN,0,1,1.5,0.83,18,10,4,7,0,0,0,0,0.37,1,-1,0
469,SFS,1,0,0.83,1.5,10,18,7,4,0,0,0,0,0.63,0,1,3
470,LAR,1,1,1.49,0.51,14,11,8,3,0,0,0,0,0.53,1,0,1
471,MOB,1,1,0.51,1.49,11,14,3,8,0,0,0,0,0.47,0,0,1
472,OAK,3,0,2.12,0.22,13,2,2,1,0,0,0,0,0.5,1,1,3
473,EUG,0,3,0.22,2.12,2,13,1,2,0,0,0,0,0.5,0,-1,0
474,SJU,2,3,1.41,1.43,10,17,6,6,0,0,0,0,0.56,1,-1,0
475,TOL,3,2,1.43,1.41,17,10,6,6,0,0,0,0,0.43999999999999995,0,1,3
476,SPR,3,2,1.6,0.67,19,7,8,3,1,0,1,0,0.49,1,1,3
477,ANC,2,3,0.67,1.6,7,19,3,8,0,1,0,1,0.51,0,-1,0
478,REN,2,0,1.78,0.72,19,14,6,6,0,0,0,1,0.54,1,1,3
479,SAS,0,2,0.72,1.78,14,19,6,6,0,0,1,0,0.45999999999999996,0,-1,0
480,DES,1,1,1.36,0.35,7,4,16,4,0,0,0,0,0.55,1,0,1
481,SJU,1,1,0.35,1.36,4,7,4,16,0,0,0,0,0.44999999999999996,0,0,1
482,WIC,0,4,0.89,2.38,20,18,0,5,0,0,1,0,0.62,1,-1,0
483,PRO,4,0,2.38,0.89,18,20,5,0,0,0,0,1,0.38,0,1,3
484,CHM,0,0,0.36,0.63,18,14,2,2,0,0,0,0,0.44,1,0,1
485,JAC,0,0,0.63,0.36,14,18,2,2,0,0,0,0,0.56,0,0,1
486,ALB,0,1,0.81,1.14,3,13,6,2,0,0,0,0,0.53,1,-1,0
487,OAK,1,0,1.14,0.81,13,3,2,6,0,0,0,0,0.47,0,1,3
488,EUG,2,0,1.34,0.78,13,6,2,4,0,0,0,0,0.45,1,1,3
489,TUC,0,2,0.78,1.34,6,13,4,2,0,0,0,0,0.55,0,-1,0
490,PRO,3,1,1.61,1.16,16,19,9,2,0,0,0,0,0.47,1,1,3
491,FAR,1,3,1.16,1.61,19,16,2,9,0,0,0,0,0.53,0,-1,0
492,DES,2,1,0.6,0.52,11,6,7,2,0,0,0,0,0.6,1,1,3
493,MAN,1,2,0.52,0.6,6,11,2,7,0,0,0,0,0.4,0,-1,0
494,ALB,2,0,0.78,0.9,9,14,3,4,0,0,2,0,0.46,1,1,3
495,SAS,0,2,0.9,0.78,14,9,4,3,0,0,0,2,0.54,0,-1,0
496,TAC,0,2,1.35,0.91,14,9,6,4,0,0,0,0,0.37,1,-1,0
497,SFS,2,0,0.91,1.35,9,14,4,6,0,0,0,0,0.63,0,1,3
498,BOI,0,3,1.53,1.87,10,11,7,4,0,0,0,0,0.57,1,-1,0
499,FAR,3,0,1.87,1.53,11,10,4,7,0,0,0,0,0.43000000000000005,0,1,3
500,JAC,2,3,2.61,1.07,19,9,1,2,0,0,0,0,0.51,1,-1,0
501,PRO,3,2,1.07,2.61,9,19,2,1,0,0,0,0,0.49,0,1,3
502,ANC,1,0,2.32,0.12,15,5,8,6,0,0,0,0,0.55,1,1,3
503,BAK,0,1,0.12,2.32,5,15,6,8,0,0,0,0,0.44999999999999996,0,-1,0
504,TOL,3,2,2.09,1.51,11,12,11,8,0,0,0,0,0.53,1,1,3
505,LAR,2,3,1.51,2.09,12,11,8,11,0,0,0,0,0.47,0,-1,0
506,CHM,0,1,1.28,1.3,14,9,8,5,0,0,0,0,0.43,1,-1,0
507,AUG,1,0,1.3,1.28,9,14,5,8,0,0,0,0,0.5700000000000001,0,1,3
508,LEX,2,0,0.95,0.97,8,18,3,7,0,0,0,0,0.49,1,1,3
509,DOV,0,2,0.97,0.95,18,8,7,3,0,0,0,0,0.51,0,-1,0
510,SJU,2,3,0.63,2.02,6,18,6,5,1,0,2,0,0.53,1,-1,0
511,SPR,3,2,2.02,0.63,18,6,5,6,0,1,0,2,0.47,0,1,3
512,AUG,0,2,1.63,1.16,9,8,2,2,0,0,0,0,0.51,1,-1,0
513,JAC,2,0,1.16,1.63,8,9,2,2,0,0,0,0,0.49,0,1,3
514,LRO,2,2,2.41,0.81,13,14,8,6,0,0,0,0,0.49,1,0,1
515,REN,2,2,0.81,2.41,14,13,6,8,0,0,0,0,0.51,0,0,1
516,FOR,3,0,3.04,1.06,20,17,6,9,0,0,0,0,0.44,1,1,3
517,WIC,0,3,1.06,3.04,17,20,9,6,0,0,0,0,0.56,0,-1,0
518,OAK,2,3,2.62,0.42,23,7,7,5,0,0,1,0,0.5,1,-1,0
519,MOB,3,2,0.42,2.62,7,23,5,7,0,0,0,1,0.5,0,1,3
520,LEX,3,2,2.36,1.8,22,5,9,5,0,0,0,0,0.4,1,1,3
521,LRO,2,3,1.8,2.36,5,22,5,9,0,0,0,0,0.6,0,-1,0
522,DOV,1,2,1.99,0.4,15,6,7,1,0,0,0,0,0.44,1,-1,0
523,MAN,2,1,0.4,1.99,6,15,1,7,0,0,0,0,0.56,0,1,3
524,ANC,1,0,2.38,0.37,16,3,8,2,0,0,0,0,0.42,1,1,3
525,CHM,0,1,0.37,2.38,3,16,2,8,0,0,0,0,0.5800000000000001,0,-1,0
526,FAR,1,4,2.13,2.63,15,18,3,6,0,0,0,1,0.52,1,-1,0
527,DES,4,1,2.63,2.13,18,15,6,3,0,0,1,0,0.48,0,1,3
528,LAR,1,0,1.51,0.49,4,19,8,4,0,0,0,0,0.43,1,1,3
529,SJU,0,1,0.49,1.51,19,4,4,8,0,0,0,0,0.5700000000000001,0,-1,0
530,TUC,2,2,0.88,1.3,18,20,3,5,0,0,0,0,0.51,1,0,1
531,JAC,2,2,1.3,0.88,20,18,5,3,0,0,0,0,0.49,0,0,1
532,PRO,1,3,2.28,1.58,17,16,2,5,0,0,0,0,0.43,1,-1,0
533,AUG,3,1,1.58,2.28,16,17,5,2,0,0,0,0,0.5700000000000001,0,1,3
534,SAS,0,2,0.29,0.99,10,15,2,2,0,0,0,0,0.57,1,-1,0
535,OAK,2,0,0.99,0.29,15,10,2,2,0,0,0,0,0.43000000000000005,0,1,3
536,SPR,1,2,1.46,0.98,16,12,9,2,0,0,1,0,0.48,1,-1,0
537,TOL,2,1,0.98,1.46,12,16,2,9,0,0,0,1,0.52,0,1,3
538,MOB,3,1,0.46,0.99,11,8,3,6,0,0,0,0,0.56,1,1,3
539,ALB,1,3,0.99,0.46,8,11,6,3,0,0,0,0,0.43999999999999995,0,-1,0
540,SAS,2,0,0.83,0.36,10,8,3,2,1,0,1,0,0.38,1,1,3
541,WIC,0,2,0.36,0.83,8,10,2,3,0,1,0,1,0.62,0,-1,0
542,FOR,3,1,2.89,0.9,21,16,5,8,0,0,0,0,0.62,1,1,3
543,TAC,1,3,0.9,2.89,16,21,8,5,0,0,0,0,0.38,0,-1,0
544,SFS,2,0,1.38,0.19,19,7,8,3,0,0,1,0,0.62,1,1,3
545,EUG,0,2,0.19,1.38,7,19,3,8,0,0,0,1,0.38,0,-1,0
546,OAK,0,1,1.05,0.98,12,14,3,2,0,0,0,0,0.62,1,-1,0
547,BAK,1,0,0.98,1.05,14,12,2,3,0,0,0,0,0.38,0,1,3
548,REN,1,1,0.51,1.5,9,16,8,3,0,0,0,0,0.69,1,0,1
549,BOI,1,1,1.5,0.51,16,9,3,8,0,0,0,0,0.31000000000000005,0,0,1
550,FAR,4,1,2.09,0.32,15,10,7,4,0,0,0,1,0.62,1,1,3
551,SJU,1,4,0.32,2.09,10,15,4,7,0,0,1,0,0.38,0,-1,0
552,AUG,0,3,0.78,2.3,22,15,4,7,0,0,0,0,0.64,1,-1,0
553,DES,3,0,2.3,0.78,15,22,7,4,0,0,0,0,0.36,0,1,3
554,EUG,2,5,1.56,1.09,12,9,8,2,0,0,0,0,0.42,1,-1,0
555,ANC,5,2,1.09,1.56,9,12,2,8,0,0,0,0,0.5800000000000001,0,1,3
556,LAR,3,0,2.03,0.5,14,7,4,5,0,0,0,0,0.5,1,1,3
557,BOI,0,3,0.5,2.03,7,14,5,4,0,0,0,0,0.5,0,-1,0
558,MOB,0,1,1.07,0.84,11,3,3,9,0,0,0,0,0.66,1,-1,0
559,LAR,1,0,0.84,1.07,3,11,9,3,0,0,0,0,0.33999999999999997,0,1,3
560,SAS,1,2,1.91,0.98,20,4,8,1,0,0,0,0,0.47,1,-1,0
561,DOV,2,1,0.98,1.91,4,20,1,8,0,0,0,0,0.53,0,1,3
562,LRO,1,2,2.53,1.39,11,7,3,3,0,0,0,0,0.72,1,-1,0
563,SPR,2,1,1.39,2.53,7,11,3,3,0,0,0,0,0.28,0,1,3
564,SFS,1,4,1.36,1.31,20,5,4,4,0,0,0,0,0.52,1,-1,0
565,REN,4,1,1.31,1.36,5,20,4,4,0,0,0,0,0.48,0,1,3
566,BAK,1,0,1.7,0.48,22,2,7,1,0,0,1,0,0.37,1,1,3
567,FOR,0,1,0.48,1.7,2,22,1,7,0,0,0,1,0.63,0,-1,0
568,SPR,3,0,1.73,0.39,18,13,3,1,0,0,0,0,0.52,1,1,3
569,LEX,0,3,0.39,1.73,13,18,1,3,0,0,0,0,0.48,0,-1,0
570,ANC,0,1,1.59,0.83,14,15,4,9,0,0,0,0,0.51,1,-1,0
571,TUC,1,0,0.83,1.59,15,14,9,4,0,0,0,0,0.49,0,1,3
572,WIC,0,3,1.18,1.47,23,13,1,7,0,0,2,0,0.54,1,-1,0
573,FAR,3,0,1.47,1.18,13,23,7,1,0,0,0,2,0.45999999999999996,0,1,3
574,JAC,1,1,0.29,0.49,5,4,5,7,0,0,0,0,0.53,1,0,1
575,LAR,1,1,0.49,0.29,4,5,7,5,0,0,0,0,0.47,0,0,1
576,SJU,0,2,0.28,1.28,8,7,1,4,0,0,0,0,0.5,1,-1,0
577,DOV,2,0,1.28,0.28,7,8,4,1,0,0,0,0,0.5,0,1,3
578,DOV,0,2,1.11,1.34,9,13,7,4,0,0,0,0,0.31,1,-1,0
579,WIC,2,0,1.34,1.11,13,9,4,7,0,0,0,0,0.69,0,1,3
580,PRO,2,3,2.38,2.0,24,11,2,5,0,0,0,0,0.41,1,-1,0
581,MOB,3,2,2.0,2.38,11,24,5,2,0,0,0,0,0.5900000000000001,0,1,3
582,BOI,0,1,1.9,0.82,22,7,10,6,0,0,1,0,0.53,1,-1,0
583,EUG,1,0,0.82,1.9,7,22,6,10,0,0,0,1,0.47,0,1,3
584,CHM,1,1,1.74,0.84,22,9,7,4,0,0,1,0,0.49,1,0,1
585,LRO,1,1,0.84,1.74,9,22,4,7,0,0,0,1,0.51,0,0,1
586,OAK,2,7,2.36,0.72,18,9,6,3,0,0,0,0,0.44,1,-1,0
587,SAS,7,2,0.72,2.36,9,18,3,6,0,0,0,0,0.56,0,1,3
588,MAN,0,2,1.9,0.88,15,8,4,4,0,0,0,0,0.58,1,-1,0
589,AUG,2,0,0.88,1.9,8,15,4,4,0,0,0,0,0.42000000000000004,0,1,3
590,DES,1,2,1.22,1.17,17,5,3,5,0,0,0,0,0.5,1,-1,0
591,TOL,2,1,1.17,1.22,5,17,5,3,0,0,0,0,0.5,0,1,3
592,TAC,3,3,0.36,1.21,6,7,3,5,0,0,0,0,0.56,1,0,1
593,ALB,3,3,1.21,0.36,7,6,5,3,0,0,0,0,0.43999999999999995,0,0,1
594,FOR,3,1,1.96,1.19,21,9,9,7,0,0,0,0,0.48,1,1,3
595,FAR,1,3,1.19,1.96,9,21,7,9,0,0,0,0,0.52,0,-1,0
596,ALB,2,0,1.72,0.97,8,3,4,4,0,0,1,0,0.49,1,1,3
597,REN,0,2,0.97,1.72,3,8,4,4,0,0,0,1,0.51,0,-1,0
598,LEX,2,1,1.55,0.83,8,11,3,10,0,1,0,1,0.35,1,1,3
599,CHM,1,2,0.83,1.55,11,8,10,3,1,0,1,0,0.65,0,-1,0
600,ANC,3,1,3.05,0.81,17,5,6,1,0,0,1,1,0.44,1,1,3
601,TAC,1,3,0.81,3.05,5,17,1,6,0,0,1,1,0.56,0,-1,0
602,DOV,5,0,2.31,0.3,17,6,3,4,0,0,0,0,0.59,1,1,3
603,ANC,0,5,0.3,2.31,6,17,4,3,0,0,0,0,0.41000000000000003,0,-1,0
604,BAK,2,1,1.62,0.32,23,8,4,6,0,0,0,0,0.56,1,1,3
605,TUC,1,2,0.32,1.62,8,23,6,4,0,0,0,0,0.43999999999999995,0,-1,0
606,SPR,0,3,0.5,1.07,5,20,5,7,0,0,0,0,0.45,1,-1,0
607,PRO,3,0,1.07,0.5,20,5,7,5,0,0,0,0,0.55,0,1,3
608,MAN,3,0,2.81,0.63,20,13,4,0,0,0,0,0,0.58,1,1,3
609,JAC,0,3,0.63,2.81,13,20,0,4,0,0,0,0,0.42000000000000004,0,-1,0
610,EUG,0,0,0.72,1.02,14,11,5,7,0,0,1,0,0.47,1,0,1
611,OAK,0,0,1.02,0.72,11,14,7,5,0,0,0,1,0.53,0,0,1
